number	title	pageid	namespace	length	touched
34382	Guineische_Wälder_Westafrikas	5629565		2929	20181216161227
34383	Arche_Noah_(Verein)	5629931		5813	20181217160743
34384	Fort_Stevens_State_Park	5630491		5641	20181208142421
34385	Rifugio_Sogno_di_Berdzé_al_Péradzà	5630577		3405	20181123210138
34386	Super_Star_(Rose)	5630759		2047	20181208142421
34387	Schweizerisches_Landesforstinventar	5630868		1719	20181026085014
34388	Buchen-Rindenschorf	5631165		2672	20181126102854
34389	Schernsdorf	5631792		16626	20181208142421
34390	Commission_internationale_pour_la_protection_des_eaux_du_Léman	5632281		1576	20181216161227
34391	Moordammkultur	5632352		3015	20171125100554
34392	Baltic_Flyway	5633215		2843	20181024083914
34393	Weißer_Rindenpilz	5633695		2772	20181126102854
34394	Noel_Davern	5633814		3089	20181216161227
34395	Alfred_von_Chlapowo_Chlapowski	5633912		2477	20181003064147
34396	Crows-Nest-Nationalpark	5634070		4813	20181123210138
34397	Hafenmarktbrunnen	5634404		4492	20181208142421
34398	Wangerooge_(Schiff)	5634447		2651	20181119171030
34399	Harle_Gatt	5634493		3030	20181208142421
34400	Liste_der_größten_Kohlenstoffdioxidemittenten	5634510		27144	20181211235446
34401	Kovik	5634883		2834	20181123210138
34402	Warwer_Sand	5634965		1543	20181123210138
34403	Darfield-Erdbeben_von_2010	5635033		9726	20181216161227
34404	Langeoog_II	5635072		2306	20181119171030
34405	Wilhelm_Dröscher_(Statistiker)	5635097		4221	20181003064147
34406	Baltrum_II	5635342		3020	20181119171030
34407	Baltrum_IV	5635428		2545	20181215154947
34408	Felix-von-Hornstein-Medaille	5635661		3047	20180423195800
34409	Medic_(Schiff)	5635666		8325	20181123210138
34410	Daniel_May	5635910		2974	20181206111410
34411	Čertovy_skály	5635998		3087	20181208142421
34412	Dreiradenmühle	5636055		6978	20181208142421
34413	Maria_Meeresstern_(Borkum)	5636153		3564	20181123210138
34414	Linkes_Forum	5636274		2933	20181001201004
34415	Ragow_(Ragow-Merz)	5636318		14164	20181201121043
34416	Rifugio_Dondena	5637119		3070	20181123210138
34417	Rifugio_Miserin	5637136		3157	20181123210138
34418	Falls_of_the_Ohio_State_Park	5637145		4764	20181215154947
34419	St._Nikolaus_(Baltrum)	5637410		2742	20181123210138
34420	Ottomeyer_(Unternehmen)	5637745		37574	20181210172920
34421	Viterskalet	5637810		1675	20181123210138
34422	Leadbetter_Point_State_Park	5637817		3202	20181208142422
34423	Drei_Parallelflüsse_Yunnans	5638547		16580	20181216161227
34424	Tablerhöhle	5638883		126	20180426211035
34425	Erzloch	5638885		99	20180426211035
34426	Pfandverordnung	5639287		217	20181120114400
34427	Propineb	5639445		3726	20181210113120
34428	Paul_Lehmann_(Politiker,_1865)	5639585		2164	20181003064148
34429	Liste_der_Baltrumer_Fährschiffe	5639601		2520	20181215154947
34430	Arthur’s-Pass-Erdbeben_von_1929	5639671		3311	20181216161227
34431	Liste_der_Langeooger_Fährschiffe	5639701		4384	20180310002613
34432	Rifugio_Elena	5639736		2726	20181123210138
34433	Joris_Helleputte	5639742		4026	20181003064148
34434	Liste_der_Wangerooger_Fährschiffe	5639789		2294	20180329065657
34435	Rifugio_Cesare_Dalmazzi	5639865		2727	20181123210138
34436	Liste_der_Norderneyer_Fährschiffe	5639878		2849	20181109151159
34437	Mounds_State_Park	5640164		4659	20181123210138
34438	Bergundsteigen	5640417		3138	20181215154947
34439	Thomas_Behm	5640788		3182	20181119171030
34440	Matthäus_Mittermeier	5640856		2519	20181003064148
34441	Harm_Thormählen	5641084		1428	20180924171357
34442	Rifugio_Gabriele_Boccalatte_e_Mario_Piolti	5641107		2979	20181123210138
34443	Ekelmoor	5641109		2634	20181123210138
34444	Rudolf_Schmick	5641135		3811	20181003064148
34445	Rifugio_Walter_Bonatti	5641137		2374	20181123210138
34446	Goldeimer	5641215		2691	20181208142422
34447	Rudolf_Spitaler_(Klimatologe)	5641223		5762	20181215154947
34448	Andreas_Artner	5641224		2108	20181208222025
34449	Ignaz_Baumann	5641247		1078	20181022093126
34450	Bündnis_90/Die_Grünen_Mecklenburg-Vorpommern	5641552		67435	20181214122538
34451	Gruppe_Z	5641664		20829	20181128155836
34452	Dick_Van_Patten	5641783		9113	20181218140404
34453	Peitschenwurmbefall_des_Hundes	5641909		6649	20180819090216
34454	St._Peter_(Spiekeroog)	5642098		3891	20181123210138
34455	St._Ludgerus_(Norderney)	5642809		9031	20181208142422
34456	Stella_Maris_(Norderney)	5642818		11177	20181208142422
34457	ʻĀlau_Island	5642913		2088	20181204203934
34458	Kuznets-Kurve	5643240		7658	20181216161227
34459	Geesthof	5643335		4930	20181208142422
34460	Climate_Service_Center_Germany	5643367		4373	20181208142422
34461	Horst_Rechenbach	5643649		18265	20181115120332
34462	Perlenfischerei_in_Australien	5643730		9876	20180430201108
34463	Ulrich_von_Oertzen	5643751		5987	20181026150627
34464	Sunset_Bay_State_Park	5643955		3894	20181208142422
34465	Schillerhöhle	5643993		1835	20181208142422
34466	Shore_Acres_State_Park	5644029		4126	20181208142422
34467	Cape_Arago_State_Park	5644077		4308	20181208142422
34468	Zu_den_heiligen_Schutzengeln_(Juist)	5644384		10405	20181123210138
34469	Bear_Mountain_State_Park	5644600		2318	20181123210138
34470	René_Lefebvre	5644726		2910	20181026150627
34471	Rifugio_Jean-Antoine_Carrel	5645032		2639	20181123210138
34472	St._Willehad_(Wangerooge)	5645100		2323	20181123210138
34473	Christian_Pulz	5645118		13147	20181212075941
34474	Liste_europäischer_Windkraftanlagentypen	5645187		30671	20181208142422
34475	Erwin_Sumser	5645346		5575	20181208142422
34476	Chain_O’Lakes_State_Park_(Indiana)	5645896		3179	20181123210138
34477	Windkraftanlage_Rębielice_Królewskie	5646026		1588	20181203095700
34478	Johann_Deutsch_(Politiker)	5646027		2284	20181119171030
34479	Rifugio_Perucca-Vuillermoz	5646485		2943	20181123210138
34480	Nationalpark_De_Groote_Peel	5646571		4042	20181212170117
34481	Friedrich_von_Mandelsloh	5646683		6821	20181003064148
34482	Dreischusterhütte	5646863		5074	20181216161227
34483	Iris_Origo	5646973		14574	20181210113244
34484	Youngina	5647250		3335	20181126102854
34485	Rifugio_Barmasse	5647459		3278	20181123210138
34486	Piz_Murtaröl	5647505		1932	20181123210138
34487	Willapa_National_Wildlife_Refuge	5647565		6566	20181123210138
34488	Zentrum_für_Technologiefolgen-Abschätzung_TA-SWISS	5647719		6138	20181208142423
34489	Diammoniumtrisulfid	5647740		2708	20181210113120
34490	Gebäudeintegrierte_Photovoltaik	5647749		7871	20181217230251
34491	Eleonore_Grabmair	5647855		3324	20181119171030
34492	Pacific_Pines_State_Park	5647859		3068	20181123210138
34493	Pilot_Butte_State_Scenic_Viewpoint	5647875		2906	20181208142423
34494	Kieselwitzer_Mühle	5648170		9124	20181123210138
34495	Lech_de_Crespëina	5648914		2704	20181123210138
34496	Celebesspecht	5648925		6796	20181208124211
34497	2-Chloracetamid	5649161		4438	20181210113120
34498	Bath_County_Pumped_Storage_Station	5649440		4009	20181208142423
34499	Parque_Estadual_dos_Pirineus	5649524		5367	20181123210138
34500	Rifugio_Duca_degli_Abruzzi_all’Oriondé	5650002		2966	20181123210138
34501	Naphthalsäureanhydrid	5650117		3531	20181210113120
34502	Biegsame_Kiefer	5650126		7718	20181215154947
34503	Rifugio_Guide_della_Val_d’Ayas	5650467		3515	20181123210138
34504	Stubbenloch	5650468		2777	20181123210138
34505	Rifugio_Guide_del_Cervino	5650546		2893	20181123210138
34506	Brandmoos	5650594		1550	20181123210138
34507	Nitrotoluidine	5651012		11523	20181211115725
34508	Wildtierreservat_Nana_Barya	5651174		772	20181123210138
34509	Erdbebenlicht	5651371		9920	20181214085906
34510	Propiolsäure	5651477		5452	20181210113120
34511	Staubsack	5651582		3508	20181208142423
34512	Rifugio_Città_di_Mantova	5651606		3845	20181123210138
34513	Fahrradverleihsystem	5651652		77671	20181219100047
34514	Franz_Leibl	5652222		2718	20181003064149
34515	Trifluorbenzole	5652376		4598	20181211115725
34516	Tetrafluorbenzole	5652378		3353	20181211115725
34517	Cape_Disappointment_State_Park	5652550		8942	20181208142423
34518	Peter_W._von_Weymarn	5652668		2680	20181027143847
34519	Europlant	5653232		2084	20181210172920
34520	Pentafluorbenzol	5653237		2087	20181210113120
34521	Verordnung_über_genehmigungsbedürftige_Anlagen	5653480		3343	20181208210035
34522	Tellerstruktur	5653684		9121	20181216161227
34523	Manfred_Fleischer	5653750		5267	20181208142423
34524	Gut_Projensdorf	5654203		9052	20181208142423
34525	Jacky_Morael	5654219		4770	20181215154948
34526	Pilzberatungsstelle	5654501		5834	20181001171737
34527	Diamer-Basha-Damm	5654740		6227	20181216161227
34528	Friedrich_von_Homeyer	5654764		5755	20181208142423
34529	Vélib’_Métropole	5655004		21859	20181215154948
34530	Westliches_Zwillingsköpfl	5655574		4228	20181123210139
34531	Ehrennadel_für_besondere_Leistungen_im_Jagdwesen_der_NVA	5655627		2144	20181026150628
34532	Beacon_Rock_State_Park	5655733		2997	20181123210139
34533	Rifugio_Franco_Chiarella_all’Amianthe	5655759		3766	20181123210139
34534	Abzeichen_für_die_Mitglieder_der_Jagdgesellschaft_der_NVA	5655905		2419	20181123065909
34535	Jos_Geysels	5656076		4052	20180213112357
34536	Glaskogen	5656194		1926	20180628073249
34537	Luiz_Sérgio_Nóbrega_de_Oliveira	5656883		3900	20181215154948
34538	Fort_Columbia_Historical_State_Park	5657179		4022	20181123210139
34539	Magda_Aelvoet	5657187		3455	20181126160214
34540	Heinz-Wilhelm_Fölster	5657510		2681	20181003064149
34541	Kermadec_Islands_Marine_Reserve	5658019		1307	20181216161227
34542	Rifugio_Grand_Tournalin	5658231		2694	20181123210139
34543	Thioridazin	5658623		6278	20181217222626
34544	August_De_Schryver	5658680		12106	20181026150628
34545	Phenylisothiocyanat	5658751		4757	20181210113120
34546	Doldenhornhütte	5659187		2733	20181208142423
34547	Umweltamt	5659210		3440	20181210095115
34548	Kohlensäurediphenylester	5659241		3145	20181210113120
34549	Biosphärenreservat_Karstlandschaft_Südharz	5659658		6775	20181123210139
34550	George_Fiske	5659666		4334	20181003064149
34551	Viertshöher_Moor	5659693		1463	20181123210139
34552	Goldendale_Observatory_State_Park	5659726		6614	20181123210139
34553	Schlaubemühle	5659734		8428	20181123210139
34554	Kopfsteine_(Calden)	5659769		3022	20181123210139
34555	Natur-_und_Umweltpreis_des_Nordischen_Rates	5659795		9969	20181215154948
34556	Windpark_Nordschwarzwald	5659809		207	20181017010232
34557	Wolf-Glanvell-Hütte	5660353		5396	20181123210139
34558	Moffen_(Insel)	5660394		2340	20181204203934
34559	Stawamus_Chief_Provincial_Park	5660575		5092	20181215154948
34560	Shannon_Falls_Provincial_Park	5660622		4009	20181208142423
34561	Windpark_Eemmeerdijk	5660722		2203	20181215154948
34562	Lofepramin	5660836		4534	20181217222626
34563	Megiddo	5661018		19408	20181216161228
34564	Karche-Talsperre	5661607		4312	20181216161228
34565	Stawamus_Chief	5661906		177	20171126002745
34566	Meclozin	5661999		6363	20181210113120
34567	Mischbettfilter	5662493		16855	20181128132027
34568	Rifugio_Crête_Sèche	5662611		2763	20181123210139
34569	McMicken_Island_State_Park	5662687		2268	20181123210139
34570	Mōkapu_Island	5662865		2570	20181204203934
34571	St._Christophorus_(Westerland)	5662882		5364	20181208142423
34572	E.P._“Tom”_Sawyer_State_Park	5663417		3194	20181123210139
34573	Leopold_Kern_(Politiker,_1918)	5663646		1620	20180404002642
34574	Störtebeker_(Schiff,_1917)	5663785		2794	20181119171031
34575	Dichlortoluole	5664371		7993	20181211115725
34576	Zuckerberg_(Kleinenberg)	5664564		3906	20181208145653
34577	Holzwerder	5664742		5473	20181123210139
34578	Dicyclohexylamin	5664775		4206	20181210113120
34579	Oberrhein-Aquifer	5664951		41125	20181216161228
34580	Anton_Schlager	5666187		1336	20180404002642
34581	Rittersitz_Groß-Winkelhausen	5666617		6896	20181126170343
34582	Schwälblesklinge	5666719		3796	20181123210139
34583	Innerfeldtal	5666951		2277	20181216161228
34584	Ölmühle_(Düsseldorf-Angermund)	5666967		5977	20181123210139
34585	Diisopropanolamin	5667174		4266	20181210113120
34586	Liste_der_Schauhöhlen_in_Österreich	5667261		22009	20181208142423
34587	Gallusquelle	5667362		8882	20181123210139
34588	Dresdner_Heide_(Landschaftsschutzgebiet)	5667507		130	20181129080413
34589	Atsinganosaurus	5667530		8611	20181126102854
34590	Forst_Iloo	5667606		3935	20181208142423
34591	Nassau_(Landschaftsschutzgebiet)	5667613		88	20180510204204
34592	Dresdener_Heller	5667655		149	20181101210431
34593	Klettergebiet_Kochel	5667664		3217	20181123210139
34594	Wilhelm_Arnoldi_(Beamter)	5667755		5447	20181003064149
34595	Jahnatal	5667886		74	20181103103515
34596	Hohlweg_Große_Egge	5668307		1230	20181123210139
34597	Eduard_Wallau	5668552		3330	20181026150628
34598	Energie-Fakten	5668640		6000	20181011081611
34599	Großes_Walbild	5669116		10926	20181216161228
34600	Ferdinand_von_Wolff-Metternich_(Politiker,_1855)	5669256		2505	20181215151228
34601	Stubersheimer_Alb	5669326		1488	20181123210139
34602	Rifugio_Chalet_de_l’Epée	5669373		3366	20181123210139
34603	Christiane_Volger	5669383		5156	20181003064149
34604	Hauser-Talsperre	5669554		13167	20181216161228
34605	Arno_Schütterle	5669672		1884	20181126193835
34606	Medůvka	5669681		3005	20181211140655
34607	Sulawesi-Kröte	5670177		5132	20181208142423
34608	Ludwig_Vörg	5670756		3105	20181003064149
34609	Rifugio_Giorgio_Bertone	5670762		2901	20181123210139
34610	Druckluftspeicherkraftwerk_Staßfurt	5670766		10993	20181215154948
34611	Ryū_Matsumoto	5671852		5339	20181216161228
34612	Vulkanfeld	5671942		1369	20181216161228
34613	Weihnachtsinsel-Nationalpark	5672124		5101	20181124134749
34614	Jankemühle	5672190		10822	20181123210139
34615	Umweltschutzgruppe_Physik-Geowissenschaften	5672195		4054	20180508055030
34616	Kraftwerk_Huntorf	5672337		10211	20181215154948
34617	Schierenwald	5672569		1468	20181123210139
34618	Natur_und_Recht	5672611		2047	20181102054522
34619	Umwelthygiene	5673084		98	20171126011100
34620	Siuts-Mühle	5673244		8580	20181123210139
34621	Rifugio_Barbustel	5673463		2781	20181123210139
34622	Devils_Punch_Bowl_State_Natural_Area	5674350		2868	20181123210139
34623	Liebesvase	5674620		21195	20181208142423
34624	Gemfibrozil	5674673		4929	20181210113120
34625	Autolib’_(Paris)	5674869		12282	20181215154948
34626	Mourasuchus	5675149		7703	20181215101244
34627	Poʻopoʻo	5675392		1997	20181204203934
34628	Liste_der_Borkumer_Fährschiffe	5675501		2010	20171125083335
34629	Alpenverein_Klagenfurt	5675633		7005	20181217104713
34630	Frisia_I	5675699		3311	20181208142423
34631	Frisia_II	5675744		3857	20181119171032
34632	Frisia_V	5675773		8031	20181208142423
34633	Frisia_VI	5675812		3599	20181119171032
34634	Silver_Falls_State_Park	5675826		8321	20181208142423
34635	Frisia_VII	5675851		3517	20181119171032
34636	Frisia_IX	5675903		3302	20181119171032
34637	WAAhnsinn_–_Der_Wackersdorf-Film	5675907		8667	20181213183317
34638	Frisia_X	5675942		3348	20181119171032
34639	Rifugio_Città_di_Chivasso	5675945		3919	20181123210139
34640	Liste_der_Juister_Fährschiffe	5675962		1627	20171125084024
34641	KIMO	5676028		5400	20181129082727
34642	Harlingerland_(Schiff)	5676045		4289	20181208142423
34643	Roman_Kempf	5676195		2754	20181208142423
34644	Wappen_von_Borkum	5676224		2001	20181119171032
34645	Mount-Remarkable-Nationalpark	5676603		4480	20181123210139
34646	Nitroanisidine	5676910		9284	20181211115725
34647	Maurizio_Zanolla	5676980		4363	20181208142423
34648	Hurepoix	5676982		3257	20180807170824
34649	Siebenbürgischer_Karpatenverein	5677045		14950	20181208142423
34650	Michihiko_Kano	5677440		6178	20181216161228
34651	European_Parliamentary_Technology_Assessment	5677507		7717	20180920174329
34652	Luzius_Theiler	5677510		5914	20181005170641
34653	Moritz_Richard_Schomburgk	5677745		9129	20181211035221
34654	Sinks_Canyon_State_Park	5677840		4436	20181123210139
34655	Ostfriesland_(Schiff)	5678232		8392	20181215154948
34656	Münsterland_(Schiff,_1986)	5678291		2663	20181119171032
34657	Groningerland	5678323		2561	20181211054405
34658	Westfalen_(Schiff,_1972)	5678353		3704	20181215154948
34659	Rifugio_Savoia	5678378		3569	20181123210139
34660	Langeoog_IV	5678386		2557	20181119171032
34661	Langeoog_III	5678413		2634	20181119171032
34662	Onkel_Otto_(Schiff)	5678455		2757	20181119171032
34663	Pionier_(Schiff,_1953)	5678519		2824	20181119171032
34664	Offshore-Windpark_Thanet	5678717		4902	20181123210139
34665	Rückstände_in_Lebensmitteln	5678965		8983	20181220094319
34666	Hansjörg_Auer	5679016		6789	20181208142424
34667	Langeoog_I	5679564		2428	20181119171032
34668	Ulf_Riebesell	5679678		5402	20181208142424
34669	Interuniversitäres_Department_für_Agrarbiotechnologie_Tulln	5679774		28735	20180919152725
34670	Erste_Deutsche_Walfang-Gesellschaft	5679874		3463	20181208142424
34671	Bahia_Honda_State_Park	5679997		4632	20181112152221
34672	Walkemühle_(Grunow-Dammendorf)	5680054		7608	20181123210139
34673	Liste_der_aktuellen_Fährschiffe_der_Ostfriesischen_Inseln	5680507		27772	20181123210139
34674	Mokuʻauia	5680581		2469	20181204203934
34675	Ali_Akbar_Salehi	5680676		7015	20181216161228
34676	Fenofibrat	5680717		4751	20181210113120
34677	1,4-Naphthochinon	5680984		3543	20181210113120
34678	Utahceratops	5681095		3387	20181126102854
34679	Xanthohumol	5681129		4868	20181210113120
34680	Rasenschere	5681147		976	20180327200613
34681	Anna_Stöhr	5681231		8812	20181208142424
34682	Ludwig_Hagspiel	5681901		2758	20180404002642
34683	Rifugio_Monte_Bianco	5682301		2428	20181123210139
34684	Cadmiumcarbonat	5682805		5181	20181210113120
34685	Cadmiumcyanid	5682832		3563	20181210113120
34686	Jessie_M._Honeyman_Memorial_State_Park	5683203		5763	20181123210139
34687	Zitronen-Täubling	5683805		15472	20181215154948
34688	Auburn-River-Nationalpark	5683972		5287	20181123210139
34689	Österreichischer_Gebirgsverein	5684020		10114	20181217115525
34690	Mutterschieder_Martinsmühle	5684021		10495	20180527212125
34691	Johann_Schwarz_(Politiker,_1933)	5684043		2076	20180228182238
34692	Petriellales	5684124		3713	20181126102854
34693	Norges_Naturvernforbund	5684419		2482	20180304111110
34694	Les_Amis_de_la_Terre_France	5684459		1428	20181007093136
34695	Distelverein	5684583		4213	20180415044224
34696	Goldstream_Provincial_Park	5685048		7740	20181215154948
34697	Geoffrey_Winthrop_Young	5685147		8455	20181003064150
34698	Rifugio_Maison_Vieille	5685209		2773	20181123210139
34699	Vegetationsgutachten	5685356		6089	20181211000441
34700	Rifugio_Franco_Monzino	5685384		2934	20181123210139
34701	Stinkesberg	5685412		4900	20181208142424
34702	Über_Wasser_Gehen	5685493		14229	20180502174745
34703	Alte_Inselkirche_(Spiekeroog)	5685651		5283	20181123210139
34704	Alte_Inselkirche_(Baltrum)	5685974		4014	20181123210139
34705	Inselkirche_Baltrum	5686107		4000	20181123210139
